"PHP Extension '%s' loaded","PHP расширение '%s' загружено"
"PHP Extensions ""%s"" must be loaded.","PHP расширение ""%s"" должно быть загружено."
"PHP extension ""%s"" must be loaded.","PHP расширение ""%s"" должно быть загружено."
"Package Management through the Web","Управление пакетами через интернет"
"Password","Пароль"
"Password Confirmation","Подтверждение пароля"
"Path ""%s"" must be writable.","Путь ""%s"" должен иметь права на запись."
"Personal Information","Личная информация"
"Please correct the user data and try again.","Пожалуйста, исправьте данные пользователя и повторите попытку."
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","Пожалуйста, убедитесь в том, что <code>mod_rewrite</code> включен в Apache конфигурации."
"Please note that it is much less stable than beta.","Имейте в виду, данные обновления менее стабильные по сравнению с бета-версиями."
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","Имейте в виду, что в настоящее время поддерживаются только оболочки UNIX, Linux и Mac OSX. Для Windows используйте параметр '%s'."
"Please set all required settings before clicking Continue","Пожалуйста, выполните все необходимые изменения и нажмите кнопку 'Продолжить'"
"Preferred stability: %s","Желаемый уровень стабильности: %s"
"Proceed With Automatic Download (%s)","Приступить к автоматическому скачиванию (%s)"
"Provide a complete base URL for SSL connection. For example: %s","Предоставьте полный базовый URL для SSL соединения. Например: %s"
"Report All Bugs","Сообщайте обо всех ошибках"
"Required Fields","Обязательные поля"
"Response from server isn\'t valid.","неверный ответ от сервера."
"Run admin interface with SSL","Запуск административного интерфейса через SSL"
"Run this in your shell from Magento root folder:","Запустите это в вашей оболочке из корневой папки Magento:"
"Save Session Data In","Сохранять данные сеанса в"
"Save Session Files In","Сохранять файлы сеанса в"
"Secure Base URL","Базовый защищённый URL"
"Session Storage Options","Параметры хранения сеанса"
"Setting preferred state to: %s","Установить предпочитаемое состояние к: %s"
"Skip Base URL Validation Before the Next Step","Пропустить проверку базового URL до следующего шага"
"Skip Secure URL validation before next step","Пропустить проверку защищённого URL до следующего шага"
"Tables Prefix","Префикс названий таблиц"
"The URL ""%s"" is invalid.","Неверный URL ""%s""."
"The URL ""%s"" is not accessible.","Недоступен URL ""%s""."
"The database server version does not match system requirements (required: %s, actual: %s).","Версия сервера базы данных не соответствует системным требованиям (требуется: %s, установлено: %s)."
"The database server version doesn\'t match system requirements (required: %s, actual: %s).","Версия сервера базы данных не соответствует системным требованиям (требуется: %s, установлено: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","Префикс таблицы должен содержать только латинские буквы (a-z), цифры (0-9) или подчёркивания(_). Первый символ должен быть буквой."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","Возникли проблемы с установкой пакетов Magento. Пожалуйста, прочитайте журнал (log), исправьте ошибки и повторите попытку."
"This URL is invalid.","Этот URL недействителен."
"Time Zone","Часовой пояс"
"Use Secure URLs (SSL)","Использовать защищённые URL (SSL)"
"Use Web Server (Apache) Rewrites","Использовать Rewrites веб-сервера (Apache)"
"User Name","Имя пользователя"
"User Password","Пароль пользователя"
"Username","Логин"
"Validation","Проверка"
"Web access options","Параметры веб-доступа"
"Welcome","Добро пожаловать"
"Welcome to Magento's Installation Wizard","Добро пожаловать в мастер установки Magento"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Вы можете ввести порт сервера, например.: localhost:3307<br />Если вы не используете стандартный UNIX сокет, вы можете ввести его вместо хоста, например.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Вы можете включить этот параметр для использования веб-сервером rewrites-функциональности, чтобы улучшить оптимизацию для поисковых систем."
"You're All Set","Установка завершена"
"You're All Set!","Установка завершена!"
