"Number of wishlist referrals: %s","Количество рефералов полученных с помощью листа пожеланий: %s"
"Number of wishlists: %s","Количество листов пожеланий: %s"
"Order Status","Статус заказа"
"Order Taxes Report Grouped by Tax Rate","Отчёт налоги в заказах (сгруппировано по налоговой ставке)"
"Orders","Заказы"
"Out of stock","Нет в наличии"
"Period","Период"
"Poducts Report","Отчёт о товарах"
"Popular Tags","Популярные метки"
"Popularity","Популярность"
"Price","Цена"
"Product Name","Название товара"
"Product Reviews","Отзывы о товаре"
"Product SKU","Артикул товара (SKU)"
"Product Tags","Метки товара"
"Products","Товары"
"Products Ordered","Заказано товаров"
"Products Report","Отчёт о товарах"
"Products Reviews","Отзывы о товарах"
"Products Tags","Метки товаров"
"Products in carts","Товары в корзинах"
"Purchases","Приобретения"
"Quantity Ordered","Заказанное кол-во"
"Quantity of Items","Кол-во позиций"
"Recently Compared","Недавно сравнивали"
"Recently Compared Products","Вы недавно сравнивали"
"Recently Viewed","Недавно просматривали"
"Recently Viewed Products","Вы недавно смотрели"
"Recently Viewed/Compared Products","Товары, которые недавно просматривали/сравнивали"
"Refresh Lifetime Statistics","Обновить статистику за весь период"
"Refresh Statistics","Обновить статистику"
"Refresh Statistics for the Last Day","Обновить статистику за последний день"
"Refunds","Возвраты"
"Report","Отчёт"
"Reports","Отчёты"
"Results","Результаты"
"Revenue","Доход"
"Review","Отзыв"
"Reviews","Отзывы"
"Reviews for %s","Отзывы о %s"
"Sales","Продажи"
"Sales Report","Отчёт по продажам"
"Search Query","Поисковый запрос"
"Search Terms","Критерии поиска"
"Select day of the month.","Выберите день месяца."
"Shipping","Доставка"
"Shopping Cart","Корзина покупок"
"Shopping Cart Price Rule","Ценовое правило для корзины"
"Show Actual Values","Показать текущие значения"
"Show Report","Показать отчёт"
"Show for Current","Показать для текущего"
"Specified","Определённый "
"Statistics","Статистика"
"Stock Qty","Кол-во на складе"
"Submitted In","Принято"
"Submitted On","Отправлено"
"Subtotal","Сумма"
"Tag","Метка"
"Tag ""%s"" details","Подробности метки ""%s"
"Tag Detail","Подробности метки"
"Tag Name","Название метки"
"Tag Use","Использование метки"
"Tags Submitted by %s","Метки,отправленные %s"
"Tags submitted to %s","Метки, отправленные для %s"
"Tax","Налог"
"Title","Заголовок"
"To","до"
"Total","Всего"
"Total Invoiced vs. Paid Report","Total Invoiced vs. Paid Report"
"Total Ordered Report","Отчёт ""Всего заказано"""
"Total Refunded Report","Отчёт ""Всего возвращено"""
"Total Shipped Report","Отчёт ""Всего доставлено"""
"Total Tags","Всего меток"
"Total invoiced","Всего платежей"
"Total refunded","Все возвраты"
"Updated At","Обновлено"
"Viewed Products Grid Template","Просмотренные товары. Шаблон в виде сетки"
"Viewed Products List Template","Просмотренные товары. Шаблон в виде списка"
"Visible In","Отображаются в"
"Wishlist Report","Отчёт ""Избранное"""
"Wishlist vs. Regular Order","Wishlist vs. Regular Order"
"Wishlists","Листы пожеланий"
"Year","Год"
"Year-To-Date Starts","Year-To-Date Starts"
"Yes","Да"
"Your Recently Compared","Предыдущие сравнения"
"Your Recently Viewed","Вы недавно смотрели"
"undefined","не определено"
