"For internal use. Must be unique with no spaces","Для внутреннего использования. Должно быть уникальным, без пробелов"
"For internal use. Must be unique with no spaces. Maximum length of attribute code must be less then %s symbols","Для внутреннего использования. Должно быть уникальным, без пробелов. Максимальная длина кода атрибута должна быть меньше %s символов."
"Form Element with the same attribute","Элемент формы с таким же атрибутом"
"Form Fieldset with the same code","Fieldset формы с таким же кодом"
"Form Type with the same code","Тип формы с таким же кодом"
"Form code is not defined","Form code is not defined"
"Frontend label is not defined","Заголовок для пользовательской части сайта не определён"
"Frontend label is not defined.","Заголовок для пользовательской части сайта не определён."
"Input Validation for Store Owner","Проверка ввода для владельца магазина"
"Integer Number","Целое число"
"Invalid EAV attribute.","Неверный атрибут EAV."
"Invalid alias, already exists in joint attributes","Неверный псевдоним (alias), уже существует в присоединенных атрибутах"
"Invalid alias, already exists in joint attributes.","Неверный псевдоним (alias), уже существует в присоединенных атрибутах."
"Invalid attribute name: %s","Неверное название атрибута: %s"
"Invalid attribute name: %s.","Неверное название атрибута: %s."
"Invalid attribute requested: %s","Запрошен неверный атрибут: %s"
"Invalid attribute type","Неправильный тип атрибута"
"Invalid attribute type.","Неправильный тип атрибута."
"Invalid character encountered in increment ID: %s","Неверный символ в увеличивающемся ИД: %s"
"Invalid date","Неправильная дата"
"Invalid default date","Неправильная дата по умолчания"
"Invalid default decimal value","Invalid default decimal value"
"Invalid entity specified","Указана неправильная сущность"
"Invalid entity supplied.","Поставлена неправильная сущность."
"Invalid entity supplied: %s","Поставлена неправильная сущность: %s"
"Invalid entity supplied: %s.","Поставлена неправильная сущность: %s."
"Invalid entity type","Неверный entity type"
"Invalid entity type.","Неверный entity type."
"Invalid entity_id, skipping the record.","Неверный entity_id, пропуск записи."
"Invalid entity_type specified: %s","Указан неправильный entity_type: %s"
"Invalid foreign key","Неправильный внешний ключ"
"Invalid foreign key.","Неправильный внешний ключ."
"Invalid form type.","Неправильный тип формы."
"Invalid joint fields","Неправильные присоединяемые поля"
"Invalid joint fields.","Неправильные присоединяемые поля."
"Invalid store specified","Указан неверный магазин"
"Invalid type given. String expected","Передан неверный тип. Ожидается строка"
"Joined field with this alias is already declared","Присоединяемое поле с этим псевдонимом уже объявлено"
"Joined field with this alias is already declared.","Присоединяемое поле с этим псевдонимом уже объявлено."
"Joint field or attribute expression with this alias is already declared","Присоединяемое поле или выражение атрибута с этим псевдонимом уже объявлены"
"Joint field or attribute expression with this alias is already declared.","Присоединяемое поле или выражение атрибута с этим псевдонимом уже объявлены."
"Letters","Буквы"
"Letters (a-z, A-Z) or Numbers (0-9)","Буквы (a-z, A-Z) или Цифры (0-9)"
"Loaded %d records","Загружено записей %d "
"Maximum length of attribute code must be less then %s symbols","Максимальная длина кода атрибута должна быть меньше %s символов."
"Multiple Select","Множественный выбор"
"No","Нет"
"No options found in config node %s","Не найдены параметры в конфигурации узла %s"
"None","Нет"
"Not shared with other products","Не разделять с другими товарами"
"Problem loading the collection, aborting. Error: %s","Проблема загрузки коллекции. Ошибка: %s"
"Problem saving the collection, aborting. Error: %s","Проблема сохранения коллекции. Ошибка: %s"
"Required","Требуется"
"Saved %d record(s).","Сохранено записей %d."
"Scope must not be changed, because the attribute is used in configurable products.","Область действия не должна изменяться, так как атрибут используется в настраиваемых товарах."
"Source model ""%s"" not found for attribute ""%s""","Source model ""%s"" not found for attribute ""%s"""
"System","Система"
"Text Area","Текстовая область"
"Text Field","Текстовое поле"
"The attribute code \'%s\' is reserved by system. Please try another attribute code","Код атрибута \'%s\' зарезервирован в системе. Пожалуйста, введите другой код для атрибута"
"The attribute code \'%s\' is reserved by system. Please try another attribute code.","Код атрибута \'%s\' зарезервирован в системе. Пожалуйста, введите другой код для атрибута."
"The value of attribute ""%s"" must be unique","Значение атрибута ""%s"" должно быть уникальным"
"The value of attribute ""%s"" must be unique.","Значение атрибута ""%s"" должно быть уникальным."
"This attribute is used in configurable products","Этот атрибут используется в настраиваемых товарах"
"This attribute is used in configurable products.","Этот атрибут используется в настраиваемых товарах."
"URL","URL"
"Unique Value","Уникальное значение"
"Unique Value (not shared with other products)","Уникальное значение (не разделять с другими товарами)"
"Unknown parameter","Неизвестный параметр"
"Unknown parameter.","Неизвестный параметр."
"Valid store_id is expected.","Ожидается действительный store_id."
"Values Required","Требуются значения"
"Wrong attribute ID.","Неправильный ИД атрибута."
"Wrong attribute group ID","Неправильный ИД группы атрибута"
"Wrong attribute group ID.","Неправильный ИД группы атрибута."
"Wrong attribute set ID","Неправильный ИД набора атрибутов"
"Wrong attribute set ID.","Неправильный ИД набора атрибутов."
"Wrong entity ID","Неправильный ИД сущности"
"Wrong entity ID.","Неправильный ИД сущности."
"Wrong type definition for %s","Wrong type definition for %s"
"Yes","Да"
"Yes/No","Да/Нет"
